,movie,sentence
6335,harry potter,dean thomas riddikulus cobra hooded head bobs back forth transforms jack box lupin grins professor lupin next turns
6336,harry potter,sees harry step forward expectantly concern flickers lupin face jack box pivots spring face tumbling toward harry becoming
6337,harry potter,sinister transforming continued continued dementor suddenly music fades harry starts raise wand freezes transfixed dementor looms closer closer
6338,harry potter,lupin steps snaps wand professor lupin here crack dementor vanishes roiling mist appears becomes clouds something glows within
6339,harry potter,clouds white silvery round professor lupin riddikulus pop orb deflates like punctured balloon whizzes crazily room darts back
6340,harry potter,wardrobe door slams shut class cheers professor lupin well done everyone thinkthat enough excitement today students exit chattering
6341,harry potter,loudly harry subdued remains behind doorway lupin glances back exchanges private glance exits wardrobe gives one last rattle
6342,harry potter,clock tower courtyard morning two weeks later great buzzing queue students third years older clutching permission form pass
6343,harry potter,glowering filch professor mcgonagall remember these visits tohogsmeade village privilege should behavior reflectpoorly school way privilege shall extended
6344,harry potter,harry approaches utter syllable professor mcgonagall permission form visiting village rule potter continued continued harry professor thought said
6345,harry potter,could professor mcgonagall say parent orguardian must sign since amneither would beinappropriate flicker pity sorry potter myfinal word
6346,harry potter,ron hermione watching harry expectantly across way see turn shake head their faces fall harry raises hand farewell
6347,harry potter,watches professor lupin hogsmeade omitted thru thru bridge hogwarts grounds morning moments later deep distance boys skate brooms
6348,harry potter,tossing ragged quaffle back forth camera tilts finds harry lupin walking along bridge professor lupin well feel bad
6349,harry potter,wasroundly disappointed firsttime went harry really professor lupin trying make youfeel better honeydukes sweetsare best world theirpepper imps
6350,harry potter,strong yousmoke ears zonko sjoke shop may dangerous beat stinkpellets continued continued harry nodding glumly not mention shriekingshack
6351,harry potter,according tohermione severely haunted building britain professor lupin harry professor ask yousomething professor lupin like know stoppedyou facing
6352,harry potter,boggart harry surprise think obvious iassumed boggart would take theshape lord voldemort harry frowns lupin studies curiously professor
6353,harry potter,lupin clearly wrong harry think voldemort first remembered nighton train thedementors continued professor lupin well well impressed thatsuggests
6354,harry potter,fear mostof fear very wise harry before fainted heard something woman screaming professor lupin dementors force relive theworst
6355,harry potter,memories lives ourpain becomes power harry think mother thenight murdered harry looks finds lupin studying continued continued professor
6356,harry potter,lupin first time saw harry irecognized immediately notby scar eyes mother lily nodding knew she therefor time one
6357,harry potter,else used talk hours she singularlygifted witch uncommonlykind woman she way ofseeing beauty whoever shemet even perhaps especially
6358,harry potter,person see lupin eyes glaze memory blinks smiles professor lupin which perhaps explains heraffection father jameshad shall say
6359,harry potter,certaintalent trouble gift rumorhas passed lupin turns eyes harry affectionately harry smiles vaguely professor lupin could tell stories
6360,harry potter,many parents harry know eyeing harry intensely lived every moment everyday know want beremembered great hall evening later
6361,harry potter,hall buzzes tales hogsmeade students swap stories sample sweets send soap bubbles shapes sizes colors air marionette harlequin
6362,harry potter,cavorts atop gryffindor table moving limbs response strands light extend neville fingertips seamus passes hand light beams flumph
6363,harry potter,harlequin collapses continued continued hermione post office owls sitting colorcodedshelves depending howfast want letter ron honeyduke brilliant sugar
6364,harry potter,quills flaming whizbees blood flavored lollipops forhalloween harry nods picking quietly spray brilliantly colored sweets table hermione notices
6365,harry potter,hermione mean awhile gota bit boring don think ron ron huh yeah dead depressing hang almost forgot gotyou
6366,harry potter,something wicked dervishand banges pocketsneakoscope ron places small glass spinning top table ron someone untrustworthy around meant light
6367,harry potter,upand spin mind fred andgeorge say rubbish sold forwizard tourists thought know hurt given harry sirius black trying
6368,harry potter,kill harry looks grins two harry glad good time really thanks eyeing sneakoscope rubbish right itcan hurt with
6369,harry potter,harry pops pepper imp mouth continued continued ron careful makeyour cue smoke curls harry ears nose ron never
6370,harry potter,mind moving staircase seventh floor corridor night later harry ron hermione climb stairs find crowd gathering seventh floor
6371,harry potter,landing ron hold only neville ever forgets password percy pushing past let please excuseme thank head boy stopping
6372,harry potter,dead back all one toenter dormitory hasbeen fully searched harry ron hermione exchange dark glances ginny emerges crowd
6373,harry potter,face ashen ginny fat lady gone ron probably stuffing face withthe apples still life onthe second floor ginny
6374,harry potter,understand hermione gasps grabs harry arm looks sees fat lady portrait slashed viciously great strips canvas hanging frame
6375,harry potter,just dumbledore appears dumbledore filch round ghosts tell search every painting castle fat lady continued continued just scream
6376,harry potter,students dash landing paintings whisper fearfully filch rheumy eyes peer searching upper shadows narrow filch there need ghosts
6377,harry potter,professor filch extends crooked finger high near ceiling fat lady cowers portrait trembling dumbledore dear lady who fat
6378,harry potter,lady trance eyes like devil got anda soul dark name itwas headmaster one theytalk somewherein castle sirius black
6379,harry potter,students react dumbledore voice cuts dumbledore secure castle filch therest great hall montage securing castle night clock tower
6380,harry potter,door great groaning tumblers fall spindles rotate cylinders one another fire place windows iron spikes sharp razors rise
6381,harry potter,instantly omitted hogwarts castle continuous action night one one deep distance lights great hall dementors appear covering frame
6382,harry potter,separate like curtain great hall night hours later camera drifts through silent room over ocean sleeping bags finds
6383,harry potter,harry lying awake staring net stars glimmering beyond highest window continued continued gentle creak heard harry eyes shift
6384,harry potter,see snape pass great doors converge dumbledore snape done dungeons headmaster sign black nor anywhere else castle dumbledore
6385,harry potter,nodding really expect tolinger snape remarkable feat think enter hogwarts castle one sown completely undetected dumbledore gazes students
6386,harry potter,refusing take bait snape may recall prior start term express concerns appointed professor dumbledore believe singleprofessor inside castlewould
6387,harry potter,helped siriusblack enter severus snape eyes glitter darkly dumbledore gazes slumbering students dumbledore feel quite confident thecastle safe
6388,harry potter,thanwilling let students return houses tomorrow for let sleep dumbledore gaze finds harry shuts eyes feigns sleep dumbledore
6389,harry potter,astonishing body canendure mind allows itselfto rest hogwarts castle day whomping willow idly casts withering leaves continued continued
6390,harry potter,sir cadogan villains trespass upon private lands gryffindor common room morning fat lady replaced painting tiny knight sir
6391,harry potter,cadogan stalking bare stretch grass pony grazes nearby brandishes sword wildly group gryffindors regard warily sir cadogan who
6392,harry potter,dares challenge sir cadogan back scurvy braggarts yourogues seamus barking mad dean thomas expect after whathappened fat lady
6393,harry potter,none ofthe pictures would take thejob neville keeps changing thepassword twice thismorning taken keeping alist neville holds wrinkled
6394,harry potter,piece parchment harry ron hermione begin exit sir cadogan farewell comrades ever need noble heart steely sinew call
6395,harry potter,upon sircadogan ron yeah call everneed someone mental omitted lupin classroom morning later snap snape pulls down screen
6396,harry potter,blackboard turns continued continued snape turn page students eye snape guarded curiosity malfoy finishes scrawling something bit parchment
6397,harry potter,balls hands opens moth flutters palms harry excuse sir professor lupin snape really concern isit potter suffice say
6398,harry potter,professor finds himselfincapable teaching present time page snape waves moth away blows candle slide show begins ancient woodcut
6399,harry potter,horrific beast flickers front room ron frowns book ron werewolves hermione sir begunlearning red caps andhinkypunks meant tostart
6400,harry potter,nocturnal beasts forweeks snape quiet ron harry when come did seeher come snape now which tell thedifference animagus
6401,harry potter,werewolf class stares mutely slide attacking werewolf hermione waiting desperately someone respond snape question moth flutters harry continued
6402,harry potter,continued swat pins desk tiny cloud moth dust mushrooms air harry lifts palm malfoy parchment reappeared snape one
6403,harry potter,how disappointing hermione please sir animagus wizard elects turn animal werewolf choice matter furthermore werewolf actively hunts humans
6404,harry potter,responds call kind malfoy lets low howl snape quiet malfoy though one mustadmit feeling pain thatis second time
6405,harry potter,spokenout turn miss granger tellme are incapable ofrestraining youtake pride aninsufferable know ron harry got point know harry
6406,harry potter,stares parchment malfoy drawn crude caricature harry quidditch robes struck lightning snape five points gryffindor class antidote ignorance
6407,harry potter,iprescribe two rolls parchmenton werewolf monday morning particular emphasis placed onrecognizing suddenly passing notes potter snape snatches drawing
6408,harry potter,harry nose eyes snape not exactly picasso ihope demonstrate talenton quidditch pitch thisweekend artist more continued continued snape
6409,harry potter,cont fear perish given weather forecast untilthat time however forgiveme let offhomework should die iassure need hand itin
6410,harry potter,snape turns away malfoy sniggers crabbe coyle pike harry glances drawing hear true rumble thunder cut stitch lightning
6411,harry potter,omitted quidditch pitch stitch lightning day strikes one golden quidditch rings clouds bloom icy blue light far stands
6412,harry potter,rain lashes sea umbrellas one flies free soaring end end sky crowd explodes two quidditch squads gryffindor scarlet
6413,harry potter,hufflepuff canary yellow shoot air twin bludgers fire skyward match cut into harry rising like rocket mist robes
6414,harry potter,snapping violently wind intercut harry pov flies rain falling like needles every dark cloud concealing potential danger beaters
6415,harry potter,crisscross path bludger whizzes past second rockets directly him swoop harry ducks watches bludger shatter broom hufflepuff beater
6416,harry potter,beater goes wild spiral vanishes mist continued continued stands ron squints upward players little streaking blurs vantage sssst
6417,harry potter,stitch lightning strikes tail angelina johnson broom bursts flames plummets pitch ron looks hand highly charged air hair
6418,harry potter,knuckles rises sky harry flies fearlessly searching snitch bludgers pierce clouds chasers flit out view far suddenly stands
6419,harry potter,opposite black umbrella flies hand ravenclaw girl for moment sails wondrously heavy air magritte dream whoop whoop whoop
6420,harry potter,abruptly picks speed rotating like hatchet harry ducks turns watches disappear bank clouds then something glimmers snitch instantly
6421,harry potter,harry jets closing fast tiny glimmering ball chasing one cloud another another breaks clear patch sky find snitch
6422,harry potter,gone angrily harry whips nimbus back around searching horizon frantically spies something stadium highest tower something enormous flickers
6423,harry potter,briefly silhouette obscured veil mist harry turns distance stray umbrella spins into view harpoons player harry eyes shift
6424,harry potter,snitch shimmers like firefly dark underbelly cloud harry begins veil mist shrouding high tower shifts one brief moment
6425,harry potter,great dog revealed mist closes harry frowns jets away harry pelts snitch crowd rises their feet roaring ron
6426,harry potter,grins binoculars watching harry shred mist urges broom harry faster come trace smile forms harry lips closes snitch
6427,harry potter,yards away reaching continued continued thin glaze ice clouds glasses wipes flinches blood trickles cheek rain turning needles
6428,harry potter,needles ice harry glances handle broomstick water sluicing grain freezing vapor streams mouth nose swoosh dark silhouette passes
6429,harry potter,right turns swoosh twin silhouette passes left harry sees neither looks layers mist parting lightning strikes reveals army
6430,harry potter,silhouettes drifting onto pitch vast legion dementors distant whistle weaves wind rises pitch whistle scream woman scream harry
6431,harry potter,eyes flutter wisps silvery white light float mouth his glasses glaze completely his fingers rigid longer grip broom
6432,harry potter,falls hermione harry broom tumble opposite directions nimbus soars end end tossed currents drops right whomping willow floomph
6433,harry potter,harry freefall drops one cloud another plummeting circling dementors then tall figure rises crowd raises open hand heavens
6434,harry potter,eyes angry clear dumbledore explosion powerful thunder rocks air flash fierce lightning shocks sky screen goes black not
6435,harry potter,sound for longest time then voices ron looks bit peaky continued continued fred peaky expect tolook like fell
6436,harry potter,fifty feet george yeah mon ron walk youoff astronomy tower seehow come looking harry probably right sight better
6437,harry potter,thanhe normally harry opens eyes ron fred george hermione slowly come into focus standing foot bed hospital wing
6438,harry potter,hermione harry how feeling hospital wing day harry edges pillow see nurse removing spokes umbrella hufflepuff player neck
6439,harry potter,harry look good harry brilliant fred gave right good scare mate harry happened ron fell broom harry really
6440,harry potter,meant match whowon silence uncomfortable glances hermione one blames harry thedementors meant come onthe grounds dumbledore wasfurious after
6441,harry potter,saved hesent straight continued continued harry nods grimly stares rain lashing window ron there something else shouldknow harry
6442,harry potter,your nimbus blew away sort landed whomping willow well tips bag splintered wood twisted twigs onto bed harry
6443,harry potter,stares hear gentle wind professor lupin sorry broom harry there chance fixing black lake late afternoon harry shakes
6444,harry potter,head response lupin question whoosh sets hedwig free traces soars sky harry lupin watch lake edge harry why
6445,harry potter,affect professor mean thaneveryone else professor lupin dementors among foulestcreatures walk earth feed every good feeling every happy
6446,harry potter,memory personis left nothing worstexperiences weak harry dementors affect true horrors past horrorsyour classmates scarcelyimagine nothing beashamed harry
6447,harry potter,scared professor professor lupin consider fool youweren continued continued harry need learn fight could teach professor made dementor
6448,harry potter,thetrain away professor lupin there one night harry made away professor lupin beat pretend expert harry teach perhaps
6449,harry potter,holiday fornow though need rest mfeeling tired harry turns studies lupin haggard face weary smile appears hedwig reflection
6450,harry potter,glides lupin irises professor lupin beautiful harry looks watches hedwig pinwheel blue past clock tower exit frame camera
6451,harry potter,holds skies pales snow begins fall tilt down hogwarts castle day weeks later hogwarts castle weeks later dusted
6452,harry potter,white clock tower day harry framed window stares looking forlorn reflection snow falls glass harry pov ragged line
6453,harry potter,students follows mcgonagall toward bridge harry pov becomes objective lock tower courtyard day footprints appear snow moving quickly
6454,harry potter,join students continued continued suddenly fred george appear heading opposite way footprints reverse fred george escorting invisible person
6455,harry potter,fred clever harry george clever enough fred besides got better way entrance hall day moments later great doors
6456,harry potter,open fred george enter invisibility cloak drops harry revealed looking cross instantly fred slaps worn roll parchment hand
6457,harry potter,harry unfurls frowns blank harry rubbish fred rubbish says thesecret success george wrench giving believe fred decided need
6458,harry potter,sgreater george youwill george solemnly swear tono good george touches wand parchment intricate ink lines surface fiber paper
6459,harry potter,spread like veins harry reads curious words top harry messrs moony wormtail padfootand prongs proud presentthe marauder map
6460,harry potter,george moony wormtail padfoot andprongs owe much continued continued harry hang this hogwarts really harry points small moving
6461,harry potter,dot labeled dumbledore fred dumbledore george study fred pacing george does lot harry mean map shows fred everyone
6462,harry potter,harry everyone george everyone fred where george fred every minute george every day harry brilliant where get fred
6463,harry potter,nicked filch office course first year now listen there seven secret passagewaysout castle drecommend continued continued fred george
6464,harry potter,this one george one eyed witch thirdfloor harry one eyed fred witch right best hurry filch heading way
6465,harry potter,harry when redone make sure give tapand say mischief managed otherwise anyone read divination stairwell day moments later
6466,harry potter,harry approaches statue hump backed one eyed witch insert map harry traces finger along tattered surface ink figure
6467,harry potter,labeled harry potter tiny speech bubble appears dissendium harry dissendium click witch eye opens statue pivots revealing dark
6468,harry potter,opening floor harry crouches squinting cool draft air ruffles hair camera drifts into darkness underground passageway day later
6469,harry potter,tiny light bobs distance fracturing darkness harry appears tip wand glowing map hand insert map harry potter glides
6470,harry potter,across parchment new angle day later harry stops cranes neck stone steps taps map harry mischief managed honeyduke
6471,harry potter,sweetshop cellar same time day crates huge rolling bins wood staircase trapdoor lifts harry eyes appear pulls door
6472,harry potter,bangs open dense chatter roars quickly harry hides watches man boots descend stairs then woman box jelly slugs
6473,harry potter,well horace nearly cleared horace grunts begins moving boxes harry looks cellar door takes invisibility cloak honeyduke sweetshop
6474,harry potter,same time day cellar door eases open one appears track through sweet tooth dream swarming customers ahead neville
6475,harry potter,prepares lick lollipop hand simply floats fingers door main street hogsmeade village continuous action day misty fog shrouded
6476,harry potter,chaos main street lollipop drifts footprints appear snow shrieking shack day later elevation mist hangs thick undulating veils
6477,harry potter,shrieking shack eerie silhouette gloom ron hermione stand stiffly attempting best conceal fact basically scared stiff hermione meant
6478,harry potter,haunted building britain did mention ron twice hermione should move bit closer ron huh all right continued continued
6479,harry potter,take step one step stop dead ron actually fine hermione perfect just voices echo three figures appear rise
6480,harry potter,phantoms mist malfoy crabbe goyle pike draco well well look youtwo shopping dream home seems bit grand weaselbee
6481,harry potter,don family sleep one room ron shut mouth malfoy draco clucking tongue now friendly boys think going teach
6482,harry potter,weasel bee respect hissuperiors hermione harsh chuckle hope mean malfoy eyes shift regard hermione disgust draco how dare
6483,harry potter,speak youfilthy little mud splat malfoy takes snowball grill splutters draco who malfoy glances confusion splat splat takes
6484,harry potter,two hermione ron glance uneasily draco well stand continued continued crabbe goyle start ron hermione flumph knees fall
6485,harry potter,headfirst snow draco begins back away fearfully eying mist draco wait minute something aaaaaaahhhh malfoy ski mask pulled
6486,harry potter,eyes spun given rough kick ass sent stumbling rise sight instantly crabbe goyle join ron hermione stand frozen
6487,harry potter,exchange nervous glance dash off flumph flying land pants snow sit hear laughter hermione eyes narrow suspicion hermione
6488,harry potter,harry harry invisibility cloak drops sure enough harry grinning ron bloody hell harry funny smiling hermione pelt harry
6489,harry potter,snowballs cut main street hogsmeade village day moments later trio trudge swirling snow harry donned hermione scarf ron
6490,harry potter,hat disguise ron those weasels never told meabout marauder map hermione harry going keep going turn professor mcgonagall
6491,harry potter,continued continued ron sure along hisinvisibility cloak pack ofexploding snap cards hermione shut cornelius fudge rosmerta dear ahead
6492,harry potter,cornelius fudge emerges ministry sleigh hagrid swings door clear unfortunate ease rips clean fittings fudge joins mcgonagall curvy
6493,harry potter,barmaid rosmerta outside three broomsticks pub hermione madam rosmerta ronfancies ron true harry shhh cornelius fudge trust business
6494,harry potter,good madam rosmerta right sight better ifthe ministry sendingdementors pub every othernight cornelius fudge killer loose madam rosmerta
6495,harry potter,sirius black hogsmeade andwhat would bring cornelius fudge harry potter madam rosmerta harry potter continued continued fudge looks
6496,harry potter,around nervously jerks head toward pub leads rosmerta mcgonagall inside cut back hermione ron ron harry gone footprints
6497,harry potter,track snow pub three broomsticks pub harry pov from under invisibility cloak day moments later threads through teeming
6498,harry potter,pub past sign underage wizards nearly collides strange looking patrons ron hermione ripple briefly past frosted window three
6499,harry potter,shrunken heads swing into view shrunken head says careful ned don want losing head three heads cackle hysterically
6500,harry potter,bobbing strings harry turns unshaven wizard arm whips dart goes whistling right toward harry eyes harry ducks pivots
6501,harry potter,thwock sees dart pierce cork disfigured dartboard behind harry hurries trailing fudge mcgonagall dark stairwell rosmerta leads small
6502,harry potter,back room door starts close harry rushes forward slam too late camera tilts knob turns door opens three
6503,harry potter,broomsticks pub card room day snow flutters sill half open window mcgonagall turns frowning closes door harder time
6504,harry potter,joins fudge rosmerta harry pov shifts from one speak madam rosmerta come let hear continued continued professor mcgonagall
6505,harry potter,years ago harry potter sparents marked death went hiding few knewwhere one wasblack told madam rosmerta know who
6506,harry potter,heard rot dailyprophet back day llsay said allthe boys ran black last would goneover dark side hearsay ministry
6507,harry potter,hearsay cornelius fudge tell peter pettigrew madam rosmerta peter pettigrew professor mcgonagall little lump boy alwaystagging black madam
6508,harry potter,rosmerta remember got todo professor mcgonagall after potters killed pettigrew went looking black unfortunately found cornelius fudge black
6509,harry potter,vicious killpettigrew destroyed afinger left finger hearsay rosmerta looks mcgonagall she nods grimly professor mcgonagall sirius black may
6510,harry potter,put hands potters reason dead hewants finish started madam rosmerta harry continued continued mcgonagall nods looks pained cornelius
6511,harry potter,fudge worst madam rosmerta could worse professor mcgonagall this sirius black remains today harry potter godfather blam pub
6512,harry potter,doors fly open reveal main street ron hermione wait rubbing hands chill look camera tilts main stre hogsmeade
6513,harry potter,village moments later day footprints appear snow harry pov ends camera tilts follows hermione ron leave frame holds
6514,harry potter,poster black fluttering lamppost have seen wizard outskirts town day moments later end rocky outcrop footprints end sobs
6515,harry potter,heard ron takes hermione arm discouraging going filling footprints kneeling gently drawing cloak harry stares mist eyes stinging
6516,harry potter,tears harry friend betrayed theirfriend eyes hardening hope finds hedoes going ready when going kill hogwarts castle dusk
6517,harry potter,transition spring butterflies flutter great green lawn giant squid breaks last glaze ice black lake whomping willow shakes
6518,harry potter,water branches astronomy room dusk dying sun streams high windows painting harry face fierce amber red stands opposite
6519,harry potter,lupin ancient charts drape walls gleaming spheres spun glass orbit one another silently lupin paces large trunk professor
6520,harry potter,lupin sure harry this advanced magic well beyond ordinary wizarding level harry black fight dementors need know lupin
6521,harry potter,studies harry conflicted decides professor lupin very well spell going teach called patronus charm ever hear harry shakes
6522,harry potter,head professor lupin patronus kind positive force for wizard conjure one patronus works something like shield dementor feeds
6523,harry potter,instead just trunk rattles violently harry eyes wander lupin snaps fingers brings attention back professor lupin order work
6524,harry potter,must think memory this memory needs happy one powerful harry thinks bit then nods professor lupin got something
6525,harry potter,good let fill lose then speak incantation expecto patronum without wand harry expecto patronum continued continued professor lupin
6526,harry potter,right shall harry nods raises wand lupin watching closely reaches grips lid trunk professor lupin concentrate harry concentrate
6527,harry potter,lupin flings open case harry opens his eyes sun blood light dementor looks particularly horrific harry expecto patronum
6528,harry potter,torches wall flicker chill breeze fills chamber scream echoes distantly harry hand trembles his eyes begin roll harry
6529,harry potter,expecto expecto professor lupin here crack dementor mutates silvery white orb professor lupin riddikulus lupin flicks wand sends
6530,harry potter,orb back packing case harry stands blinking dazed lupin fishes chocolate frog pocket presses harry trembling hand professor
6531,harry potter,lupin quickly harry studies frog takes bite begins recover harry one nasty dementor professor lupin boggart harry real
6532,harry potter,thingwould much much worse justout interest youthinking memory youchoose continued continued harry first time rode broom professor lupin
6533,harry potter,good enough harry not nearly harry glances toward window bloody sun harry there another happyexactly mean thehappiest ever
6534,harry potter,felt butit complicated professor lupin strong harry looks lupin eyes emotional nods professor lupin then let try harry
6535,harry potter,takes breath tosses frog aside poises professor lupin think harry think harry just lupin blinks harry quiet fierceness
6536,harry potter,opens packing case instantly dementor appears chill fills air hair skates harry scar sets jaw harry expecto patronum
6537,harry potter,harry hand trembles his whole body trembles holds ground whoosh huge silver shadow bursts end wand hovering dementor
6538,harry potter,dementor falters harry legs like water professor lupin riddikulus crack dementor vanishes harry arm drops slack lupin eyes
6539,harry potter,harry kind awe his voice barely whisper continued continued professor lupin well done harry think enough for today
6540,harry potter,lupin nods watches harry move door professor lupin know harry havegiven father run hismoney believe ssaying something harry
6541,harry potter,ponders then speaks deep inside harry thinking mum seeing faces justtalking just talking memory chose idon even know
6542,harry potter,real harry grips door pushes past harry best tower dormitory night all boys asleep all except harry lies
6543,harry potter,bed studying photo parents barely visible fluttering light guttering candle flame dies soft hiss goes black cut hogwarts
6544,harry potter,castle night later hulking haunted goliath sky courtyard night cautious breeze rises leaves scud across gravel great hall
6545,harry potter,night church empty silent seventh floor corridor night windowpane rattles high corridor thatched shadow slowly camera begins move
6546,harry potter,creeping forward shadow engulfs sir cadogan dozing tree tower dormitory night moments later whistle shrieks sneakoscope whirling madly
6547,harry potter,skitters across bedside cabinet click click click taps water glass sending shafts red light pinwheeling photo harry parents
6548,harry potter,ron aaaahhhh harry bolts sees silhouette etched window man clutching knife all boys screaming amid chaos harry grabs
6549,harry potter,wand harry everybody others flee harry faces hulking shadow wand poised harry show crash water glass shatters floor
6550,harry potter,scabbers darts past harry bare feet chased crookshanks seizing moment silhouette grasps curtains swings open window plunging night
6551,harry potter,harry rushes window looks gryffindor tower continuous acti night silhouette leaps ledge ledge animal grace vanishes tower dormitory
6552,harry potter,continuous action night harry sweeps ron curtains aside his bed empty harry ron ron harry eyes flash toward
6553,harry potter,window ron pokes head bed ron gone gryffindor common room night later entire gryffindor house pajamas stand mcgonagall
6554,harry potter,wears tartan robe expression singular irritation professor mcgonagall preposterous weasley how could sirius black possibly got portrait hole
6555,harry potter,ron know got bit busy dodging knife just curiously content crookshanks wends way ron legs ron bloody cat
6556,harry potter,ate rat hermione lie ron bloody well know professor mcgonagall silence mcgonagall turns everyone follows eye sir cadogan
6557,harry potter,sensing attention perks instantly dumbledore sir cadogan possible let mysterious man enter gryffindor tower tonight sir cadogan certainly
6558,harry potter,good lady password had whole week fact little piece paper professor mcgonagall which abysmally foolish person wrote passwords
6559,harry potter,proceeded lose every eye shifts neville mcgonagall sighs professor mcgonagall always going longbottom continued continued neville afraid professor
6560,harry potter,mcgonagall group large while know sirius black gonetonight think safelyassume futuretime attempt return let mebe clear moveabout castle
6561,harry potter,alone youare write thepassword understood collective nod head mcgonagall gives ties robe sharp tug collects exits professor mcgonagall
6562,harry potter,very well bed students drift ron casts last angry glance toward hermione holds crookshanks arms harry could killed
6563,harry potter,hermione turns sees harry staring window harry right close enough touch could killed omitted thru thru slope day
6564,harry potter,trio make way slope ron find astonishing someonewho prides sological denial hermione harry will explain yourfriend ronald hasabsolutely
6565,harry potter,proof whatsoeverthat sweet unassuming cat atehis shabby decidedly decrepitrat continued continued ron harry tell youhow harry tellher harry
6566,harry potter,know because idon care stupid rat care stupidcat got things onmy mind right ron really wasn rollunder bed
6567,harry potter,last night avoid getting cut ribbons person could die friend harry ron stops wishes could take back wish
6568,harry potter,could avoiding eyes turn continue black lake day moments later hagrid wearing gigantic hairy brown suit perhaps world
6569,harry potter,ugliest yellow orange tie stands kneedeep shallows black lake skimming rocks big flagstones across water shiny gloss turns
6570,harry potter,trio catches brief sight eyes red tears looks away hermione how hagrid hagrid buckbeak liked london hermione meant
6571,harry potter,hearing hagrid well got said bit know buckbeak good hippogriff long yeh treated withrespect treat then lucius malfoy
6572,harry potter,got saidhis bit know buckbeak deadly dangerous beast thatno teacher righ mindwould expose students continued continued hermione dreading
6573,harry potter,hagrid slings another rock water hermione blame hagrid ron draco committee punish theyshould send forest notbuckbeak hagrid buckbeak
6574,harry potter,going back forest hermione dreading answer where going hagrid hagrid asked fer worse yeh see lucius malfoy committee
6575,harry potter,granted buckbeak sbin sentenced ter death hogwarts castle night dark ominous dementors drift distance restless tower dormitory night
6576,harry potter,silent room shadows while around slumber harry lies awake unable sleep finally turns cupboard takes marauder map whispers
6577,harry potter,harry solemnly swear tono good crooked corridors serpentine passageways hogwarts radiate across parchment tiny dot catches harry eye
6578,harry potter,frowns reads peter pettigrew corridor night moments later harry moves dark corridor map hand wand aglow paintings passes
6579,harry potter,subjects snore softly insert marauder map harry potter peter pettigrew draw closer closer back scene harry squints toward
6580,harry potter,end corridor down map pettigrew moves quickly adjoining corridor twenty yards away ten only seconds away wand trembling
6581,harry potter,hand harry glances map dark corridor ahead then two dots collide looks slowly turns corner heart chest meets
6582,harry potter,himself reflected mirror blinks startled glances back map pettigrew moved past confused harry wheels casts wand along walls
6583,harry potter,voice watch boy harry jumps old man painting scowling glare harry wand light map pettigrew continues move away
6584,harry potter,harry makes follow stops hears footsteps wand spot dances across parchment finds another dot approaching fast severus snape
6585,harry potter,harry mischief managed harry stashes map extinguishes wand turns harsh glare snape wand snape potter wandering corridors night
6586,harry potter,harry sleepwalking sneer curdles corners snape lips continued continued snape how extraordinarily like yourfather potter exceedingly arrogant strutting
6587,harry potter,castle harry dad strut nor now mind dappreciate lowering wand snape eyes harry coldly containing lowers wand snape
6588,harry potter,turn pockets harry move eyes still boring snape snape turn pockets finally harry obliges seeing map snape eyes
6589,harry potter,glitter snape might harry spare bit parchment snape really poising wand reveal secret harry horror words begin appear
6590,harry potter,snape studies sadistic half smile lips turns map way snape read harry messrs moony wormtail padfootand prongs offer
6591,harry potter,complimentsto professor snape snape continued continued harry request keep hisabnormally large nose people business snape smile drooping why
6592,harry potter,insolent little professor lupin professor snape turns sees lupin standing shadows snape well well lupin out littlewalk moonlight
6593,harry potter,professor lupin harry right snape remains seen vejust confiscated rathercurious artifact potter take look lupin this issupposed area
6594,harry potter,ofexpertise lupin takes parchment displays rather unflattering caricature snape pair potions snape clearly full dark magic professor lupin
6595,harry potter,seriously doubt severus looks merelyinsults anyone tries readit suspect zonkoproduct nevertheless shallpursue hidden qualities maypossess say areaof expertise
6596,harry potter,come harry corridor lupin office evening moments later harry walks aside fuming lupin grips map fiercely continued continued
6597,harry potter,professor lupin know map came possession harry astounded turnit did ever stop thinkthat hands sirius black map harry
6598,harry potter,walks silently lupin barely contain anger professor lupin your father set much storeby rules either yourmother give lives
6599,harry potter,tosave gambling theirsacrifice walking thecastle unprotected killeron loose strikes poorway repay coverup harry lupin enters office tosses map
6600,harry potter,desk begins sort papers harry lingers briefly doorway absently eyes waxing moon glimmers beyond window starts turn away
6601,harry potter,stops harry professor just know idon think map always works earlier showed someone thecastle someone know dead professor
6602,harry potter,lupin half listening harry harry peter pettigrew lupin hesitates ever slightly returns papers professor lupin very well like
6603,harry potter,returnto dormitory andharry don take detours harry looks back lupin taps map professor lupin know cut continued continued
6604,harry potter,closeup crystal ball murky smoke professor trelawney relax let mind divination classroom morning students gaze crystal balls faces
6605,harry potter,reflecting mist within skin seems made smoke conspicuously harry ron hermione sit apart professor trelawney crystal gazing requires
6606,harry potter,youclear inner eye only see dowe trelawney eyes harry crystal hermione rolls eyes hermione here grim grim professor
6607,harry potter,trelawney eyes narrowing dear moment firstarrived class sensed thatyou possess properspirit noble art ofdivination may young inyears heart
6608,harry potter,beatsbeneath bosom shriveledas old maid soul dryas pages books whichyou desperately cleave stung hermione starts reply remarkably seems
6609,harry potter,incapable single word rising gracelessly exits knocking crystal ball floor harry watches curiously ball rolls slowly out doorway
